acc_Z_rms,class_label,window_id
0.10846232828332646,Abnormal,100W_S03_CW_R4_W0068
0.1050854459749142,Normal,100W_S00_CCW_R4_W0003
0.11405295921241816,Abnormal,100W_S02_CCW_R4_W0037
0.10337317646996073,Abnormal,100W_S09_CW_R4_W0192
0.15806612129247072,Normal,100W_S00_CW_R4_W0009
0.135615213831494,Normal,200W_S02_CW_R4_W0452
0.07392338467045702,Normal,100W_S00_CW_R4_W0007
0.2003843645798818,Abnormal,200W_S19_CCW_R4_W0404
0.2840482650942202,Normal,200W_S03_CW_R4_W0506
0.10769353069989666,Abnormal,100W_S18_CW_R4_W0252
0.09313499725248772,Normal,100W_S01_CW_R4_W0027
0.1506649381166521,Abnormal,200W_S17_CCW_R4_W0351
0.1035090232296701,Normal,100W_S06_CW_R4_W0127
0.128621952160261,Normal,200W_S02_CW_R4_W0422
0.10748811374291913,Abnormal,100W_S09_CCW_R4_W0183
0.11681820976345336,Abnormal,200W_S17_CCW_R4_W0360
0.18778115582615038,Abnormal,200W_S10_CW_R4_W0341
0.10226976968701415,Abnormal,200W_S07_CW_R4_W0602
0.135615213831494,Normal,200W_S02_CW_R4_W0452
0.10994765137868241,Abnormal,200W_S10_CCW_R4_W0333
0.09875187470365321,Normal,100W_S06_CW_R4_W0126
0.15924956975386403,Abnormal,100W_S03_CCW_R4_W0057
0.14549029339780206,Abnormal,100W_S07_CCW_R4_W0136
0.08813870683728571,Abnormal,100W_S09_CW_R4_W0190
0.16218376412917251,Abnormal,200W_S19_CCW_R4_W0406
0.11036094282065366,Abnormal,200W_S17_CCW_R4_W0357
0.2852753581891716,Abnormal,200W_S04_CW_R4_W0527
0.11111677576261753,Abnormal,100W_S20_CCW_R4_W0275
0.20118256846979687,Abnormal,200W_S19_CCW_R4_W0400
0.08259353967392792,Abnormal,100W_S18_CW_R4_W0249
0.1354243041776681,Normal,200W_S02_CW_R4_W0448
0.18163291182489577,Abnormal,200W_S10_CW_R4_W0344
0.12807252693137622,Abnormal,100W_S08_CW_R4_W0167
0.15414450122281406,Abnormal,200W_S04_CCW_R4_W0515
0.17238658994011086,Abnormal,100W_S07_CW_R4_W0153
0.135615213831494,Normal,200W_S02_CW_R4_W0468
0.2442240057249371,Abnormal,200W_S04_CCW_R4_W0517
0.2113766351749931,Abnormal,200W_S19_CCW_R4_W0399
0.6472359425138218,Abnormal,200W_S01_CCW_R4_W0313
0.15299657876403353,Abnormal,200W_S17_CCW_R4_W0359
0.10172868941053205,Abnormal,100W_S19_CW_R4_W0266
0.2246745246697441,Abnormal,200W_S18_CW_R4_W0387
0.10127869875926002,Abnormal,100W_S19_CW_R4_W0269
0.1807328882648575,Abnormal,200W_S10_CW_R4_W0349
0.9778260844325611,Abnormal,200W_S01_CW_R4_W0324
0.2525294156108485,Normal,200W_S02_CW_R4_W0446
0.128622083929437,Abnormal,100W_S02_CW_R4_W0053
0.12313247319167957,Abnormal,100W_S20_CCW_R4_W0282
0.16825427779347385,Abnormal,200W_S06_CW_R4_W0574
0.17113931359454204,Abnormal,200W_S06_CW_R4_W0579
0.3080273178372304,Abnormal,200W_S08_CW_R4_W0620
0.13090123814198015,Abnormal,200W_S10_CW_R4_W0342
0.10379676241470479,Abnormal,100W_S09_CCW_R4_W0177
1.0663581464583294,Abnormal,200W_S01_CCW_R4_W0296
0.12651936395393262,Abnormal,100W_S02_CCW_R4_W0038
0.12622692426587512,Normal,200W_S02_CW_R4_W0430
0.10105277513547051,Abnormal,100W_S03_CW_R4_W0071
0.17737846926988413,Abnormal,100W_S17_CW_R4_W0233
0.09829682198782332,Abnormal,100W_S09_CCW_R4_W0176
0.14921433294159975,Normal,200W_S02_CW_R4_W0421
0.15454911118536613,Abnormal,200W_S19_CCW_R4_W0402
0.08917675480691628,Abnormal,100W_S08_CW_R4_W0168
0.21229568121941597,Abnormal,200W_S04_CCW_R4_W0516
0.2812524141760655,Abnormal,200W_S18_CW_R4_W0389
0.09935047664432949,Normal,100W_S06_CW_R4_W0133
0.09516828452348326,Abnormal,100W_S19_CW_R4_W0270
0.13738150264214694,Abnormal,200W_S20_CW_R4_W0493
0.08691735018842084,Normal,200W_S02_CW_R4_W0454
0.1129877973664281,Abnormal,200W_S17_CCW_R4_W0353
0.28307669291499127,Abnormal,200W_S04_CW_R4_W0534
0.08387615635620727,Normal,100W_S05_CW_R4_W0108
0.12615974453641027,Abnormal,200W_S10_CW_R4_W0346
0.11192586207219479,Abnormal,200W_S07_CCW_R4_W0588
0.1354243041776681,Normal,200W_S02_CW_R4_W0448
0.0764960534475513,Abnormal,100W_S19_CW_R4_W0268
0.10669371805479644,Abnormal,100W_S09_CW_R4_W0186
0.1543425387590365,Abnormal,100W_S03_CCW_R4_W0060
0.07066604441467764,Normal,200W_S02_CW_R4_W0432
0.0385305416403781,Normal,200W_S02_CW_R4_W0434
0.19593220011882106,Normal,200W_S03_CW_R4_W0509
0.24033619805320244,Normal,200W_S02_CW_R4_W0423
0.09809062665317961,Abnormal,100W_S02_CW_R4_W0044
0.24915198263290617,Normal,200W_S02_CW_R4_W0447
0.1527183627349303,Abnormal,200W_S04_CW_R4_W0528
0.7561505708693314,Abnormal,200W_S01_CW_R4_W0326
0.12478338256634237,Abnormal,100W_S08_CW_R4_W0165
0.1050854459749142,Normal,100W_S00_CCW_R4_W0003
0.25366058256460033,Normal,200W_S02_CW_R4_W0467
0.06826065490197414,Abnormal,100W_S09_CW_R4_W0184
0.1479612267026366,Abnormal,200W_S17_CCW_R4_W0355
0.1428262308303017,Abnormal,200W_S19_CCW_R4_W0401
0.12227797993465779,Abnormal,100W_S02_CW_R4_W0052
0.09976215389347089,Normal,100W_S05_CW_R4_W0105
0.2749898816541327,Abnormal,200W_S18_CW_R4_W0393
0.16673654079893419,Abnormal,100W_S07_CCW_R4_W0140
0.0793973253862602,Abnormal,100W_S19_CW_R4_W0267
0.12376729401584284,Abnormal,100W_S17_CW_R4_W0229
0.11883900858343442,Abnormal,200W_S20_CW_R4_W0494
0.2529708606980587,Normal,200W_S02_CW_R4_W0466
0.16146733037340505,Abnormal,100W_S17_CW_R4_W0231
0.16499008542908516,Abnormal,200W_S06_CW_R4_W0578
0.1388537015586281,Normal,200W_S02_CW_R4_W0449
0.15482781853665603,Abnormal,100W_S08_CW_R4_W0170
0.15062509263418242,Abnormal,200W_S04_CCW_R4_W0523
0.10131300259206119,Abnormal,100W_S07_CW_R4_W0147
0.1154888684090386,Abnormal,100W_S02_CW_R4_W0045
0.128621952160261,Normal,200W_S02_CW_R4_W0422
0.11313769144118885,Abnormal,100W_S20_CCW_R4_W0277
0.18014543385126514,Abnormal,100W_S07_CW_R4_W0149
0.07066604441467764,Normal,200W_S02_CW_R4_W0432
0.14921433294159975,Normal,200W_S02_CW_R4_W0421
0.037904773351267816,Normal,200W_S02_CW_R4_W0435
0.10788552648716068,Abnormal,100W_S18_CCW_R4_W0242
0.7457072053751508,Abnormal,200W_S01_CW_R4_W0322
0.16138915599414405,Abnormal,100W_S07_CCW_R4_W0134
0.1317774252201025,Abnormal,200W_S06_CW_R4_W0576
0.08664177053590615,Normal,100W_S00_CCW_R4_W0001
0.22194723277464326,Abnormal,200W_S18_CW_R4_W0395
0.11586086252045663,Abnormal,100W_S09_CCW_R4_W0174
0.1342823264992052,Abnormal,100W_S18_CCW_R4_W0235
0.09805372238911762,Abnormal,100W_S19_CW_R4_W0273
0.12067478571403359,Abnormal,100W_S02_CCW_R4_W0036
0.24663669114313816,Abnormal,200W_S04_CCW_R4_W0521
0.24915198263290617,Normal,200W_S02_CW_R4_W0447
0.09296970722273973,Normal,100W_S05_CCW_R4_W0102
0.1354243041776681,Normal,200W_S02_CW_R4_W0448
0.18222671810330437,Normal,200W_S03_CW_R4_W0508
0.2101120313833271,Abnormal,200W_S07_CW_R4_W0603
0.2525294156108485,Normal,200W_S02_CW_R4_W0462
0.8561344216827282,Abnormal,200W_S01_CW_R4_W0321
0.110632147303657,Abnormal,200W_S07_CCW_R4_W0591
0.1050854459749142,Normal,100W_S00_CCW_R4_W0003
1.1112634234594827,Abnormal,200W_S01_CCW_R4_W0295
0.24915198263290617,Normal,200W_S02_CW_R4_W0447
0.0869268814368966,Normal,100W_S05_CW_R4_W0104
0.09933073883251153,Normal,100W_S06_CW_R4_W0132
0.11235861019706933,Abnormal,200W_S07_CCW_R4_W0587
0.19875979637947466,Abnormal,200W_S19_CCW_R4_W0408
0.1399819785348004,Abnormal,100W_S07_CW_R4_W0150
0.07011245473423548,Abnormal,100W_S19_CW_R4_W0264
0.15126312459972163,Abnormal,200W_S04_CW_R4_W0529
0.14803074676919825,Abnormal,200W_S04_CW_R4_W0525
0.1744615731756822,Abnormal,200W_S10_CCW_R4_W0332
0.10519341418670095,Abnormal,100W_S09_CCW_R4_W0180
0.15870304715910685,Abnormal,100W_S07_CCW_R4_W0141
0.17996212883047033,Abnormal,100W_S07_CW_R4_W0146
0.12635773991020435,Abnormal,100W_S20_CCW_R4_W0280
0.1524861367975407,Abnormal,200W_S07_CCW_R4_W0585
0.1615028506240174,Abnormal,100W_S17_CW_R4_W0226
0.22024091409144114,Abnormal,200W_S08_CW_R4_W0627
0.15241666756054778,Abnormal,200W_S07_CCW_R4_W0586
0.6295505315675338,Abnormal,200W_S01_CCW_R4_W0298
0.18356824026532084,Abnormal,200W_S10_CW_R4_W0345
0.12142278596699978,Abnormal,100W_S18_CCW_R4_W0244
0.09558020285420071,Abnormal,100W_S07_CCW_R4_W0135
0.11807938816593508,Abnormal,100W_S02_CCW_R4_W0035
0.09935047664432949,Normal,100W_S06_CW_R4_W0133
0.1051166831943955,Abnormal,100W_S07_CW_R4_W0151
0.1273978942123427,Abnormal,100W_S03_CW_R4_W0064
1.1144873488935687,Abnormal,200W_S01_CCW_R4_W0304
0.1761563051657545,Abnormal,100W_S17_CW_R4_W0234
0.24881707029907374,Normal,200W_S02_CW_R4_W0459
0.2580613868826092,Normal,200W_S03_CCW_R4_W0498
0.2136164029339208,Abnormal,200W_S19_CCW_R4_W0407
0.1022053171554899,Normal,100W_S06_CW_R4_W0125
0.17450986912230818,Abnormal,200W_S06_CW_R4_W0571
0.30654875173003293,Abnormal,200W_S08_CW_R4_W0621
0.14921433294159975,Normal,200W_S02_CW_R4_W0421
0.19593220011882106,Normal,200W_S03_CW_R4_W0509
0.11977908295658601,Abnormal,100W_S07_CCW_R4_W0139
0.1453068192211018,Normal,100W_S01_CW_R4_W0025
0.11334760919647344,Abnormal,100W_S18_CCW_R4_W0238
0.10825044806042723,Abnormal,200W_S17_CCW_R4_W0361
0.2937163811808932,Normal,200W_S03_CW_R4_W0510
0.1419383618446215,Abnormal,200W_S10_CCW_R4_W0334
0.21065474948243584,Abnormal,200W_S07_CW_R4_W0600
0.09959182016133425,Normal,100W_S06_CW_R4_W0128
0.18547977098210008,Abnormal,200W_S10_CW_R4_W0340
0.09461322587243302,Abnormal,100W_S18_CCW_R4_W0239
0.10205093737379216,Abnormal,100W_S09_CW_R4_W0185
0.0385305416403781,Normal,200W_S02_CW_R4_W0434
1.1874016619062686,Abnormal,200W_S01_CCW_R4_W0310
0.24915198263290617,Normal,200W_S02_CW_R4_W0463
0.1427705748672024,Abnormal,200W_S19_CCW_R4_W0405
0.15753663139471802,Abnormal,100W_S18_CW_R4_W0248
0.12209244009856522,Abnormal,100W_S02_CCW_R4_W0040
0.8724923385006691,Abnormal,200W_S01_CW_R4_W0323
0.1926845181415887,Abnormal,200W_S09_CCW_R4_W0631
0.25480087758117903,Normal,200W_S02_CW_R4_W0424
0.5317490277164512,Abnormal,200W_S01_CCW_R4_W0301
0.21979866332473727,Abnormal,200W_S08_CW_R4_W0619
1.1625760348423257,Abnormal,200W_S01_CCW_R4_W0314
0.07503298343833925,Abnormal,100W_S09_CW_R4_W0187
0.24033619805320244,Normal,200W_S02_CW_R4_W0423
0.14770303874709806,Abnormal,200W_S17_CCW_R4_W0358
0.10394260588575611,Normal,100W_S06_CW_R4_W0124
0.11043022824427462,Abnormal,100W_S02_CW_R4_W0048
0.15183348461190815,Abnormal,100W_S03_CCW_R4_W0063
0.19411352331032058,Abnormal,200W_S09_CCW_R4_W0635
0.11954824850278765,Abnormal,100W_S03_CCW_R4_W0061
0.12664789882800287,Abnormal,100W_S02_CCW_R4_W0043
0.10394260588575611,Normal,100W_S06_CW_R4_W0124
0.10599512348744505,Normal,100W_S05_CW_R4_W0110
0.12443616305947158,Abnormal,200W_S10_CW_R4_W0339
0.07651414149227025,Abnormal,100W_S09_CCW_R4_W0179
0.18069499492203,Abnormal,100W_S17_CW_R4_W0227
0.09875187470365321,Normal,100W_S06_CW_R4_W0126
0.5363612665683943,Abnormal,200W_S01_CCW_R4_W0308
0.1205280128225534,Abnormal,100W_S02_CCW_R4_W0034
0.15833301634101232,Abnormal,100W_S18_CW_R4_W0251
0.14982479968566825,Abnormal,200W_S07_CCW_R4_W0589
0.13365322324837287,Abnormal,100W_S03_CW_R4_W0065
0.21110885710836189,Abnormal,200W_S19_CCW_R4_W0403
0.08802718495939076,Abnormal,100W_S20_CCW_R4_W0278
0.21312106968588207,Abnormal,200W_S04_CCW_R4_W0524
0.14549018709366962,Abnormal,200W_S10_CCW_R4_W0338
0.08915452910590557,Abnormal,100W_S17_CW_R4_W0232
1.1613908594471636,Abnormal,200W_S01_CCW_R4_W0303
0.08062362419957082,Normal,100W_S05_CCW_R4_W0098
0.0869268814368966,Normal,100W_S05_CW_R4_W0104
0.274264123700526,Normal,200W_S03_CW_R4_W0507
0.14519512237108695,Abnormal,200W_S17_CCW_R4_W0354
0.18226958145686828,Normal,100W_S01_CCW_R4_W0021
0.2807960262842443,Abnormal,200W_S18_CW_R4_W0390
0.10806657550642501,Normal,100W_S05_CW_R4_W0113
0.21341460731197867,Abnormal,200W_S07_CW_R4_W0604
0.8607791216855896,Abnormal,200W_S01_CW_R4_W0325
0.1453810220523232,Abnormal,100W_S07_CW_R4_W0148
0.2831749893096337,Abnormal,200W_S08_CW_R4_W0624
0.08691735018842084,Normal,200W_S02_CW_R4_W0470
0.14229096646681377,Abnormal,200W_S09_CCW_R4_W0638
0.1453068192211018,Normal,100W_S01_CW_R4_W0025
0.13233369335102257,Abnormal,100W_S03_CCW_R4_W0062
0.1388537015586281,Normal,200W_S02_CW_R4_W0449
0.1771518901130799,Normal,100W_S01_CCW_R4_W0017
0.13745555582036928,Abnormal,100W_S18_CW_R4_W0245
0.12839188180452227,Abnormal,200W_S10_CW_R4_W0343
0.1167059948053109,Abnormal,200W_S06_CW_R4_W0581
0.11153139151830503,Normal,100W_S05_CCW_R4_W0097
